job_id	partition	method	dataset	epoch	repeat	result_path	config_path
10782781	gpu-h100	UFMR	rev16	5	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UFMR/rev16_epoch5_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UFMR/configs/rev16_epoch5_lr1e-5_repeat2.yaml
10782782	gpu	UFMR	rev16	5	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UFMR/rev16_epoch5_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UFMR/configs/rev16_epoch5_lr1e-5_repeat3.yaml
10782783	gpu-h100-nvl	UFMR	TAL	1	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UFMR/TAL_epoch1_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UFMR/configs/TAL_epoch1_lr1e-5_repeat2.yaml
10782784	gpu-h100	UFMR	TAL	1	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UFMR/TAL_epoch1_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UFMR/configs/TAL_epoch1_lr1e-5_repeat3.yaml
10782785	gpu	UFMR	TAL	5	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UFMR/TAL_epoch5_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UFMR/configs/TAL_epoch5_lr1e-5_repeat2.yaml
10782786	gpu-h100-nvl	UFMR	TAL	5	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UFMR/TAL_epoch5_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UFMR/configs/TAL_epoch5_lr1e-5_repeat3.yaml
10782787	gpu-h100	UFMR	chime6	1	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UFMR/chime6_epoch1_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UFMR/configs/chime6_epoch1_lr1e-5_repeat2.yaml
10782788	gpu	UFMR	chime6	1	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UFMR/chime6_epoch1_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UFMR/configs/chime6_epoch1_lr1e-5_repeat3.yaml
10782789	gpu-h100-nvl	UFMR	chime6	5	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UFMR/chime6_epoch5_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UFMR/configs/chime6_epoch5_lr1e-5_repeat2.yaml
10782790	gpu-h100	UFMR	chime6	5	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UFMR/chime6_epoch5_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UFMR/configs/chime6_epoch5_lr1e-5_repeat3.yaml
10782791	gpu	RFM	tedlium	1	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/tedlium_epoch1_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/configs/tedlium_epoch1_lr1e-5_repeat2.yaml
10782792	gpu-h100-nvl	RFM	tedlium	1	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/tedlium_epoch1_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/configs/tedlium_epoch1_lr1e-5_repeat3.yaml
10782793	gpu-h100	RFM	tedlium	5	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/tedlium_epoch5_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/configs/tedlium_epoch5_lr1e-5_repeat2.yaml
10782794	gpu	RFM	tedlium	5	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/tedlium_epoch5_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/configs/tedlium_epoch5_lr1e-5_repeat3.yaml
10782795	gpu-h100-nvl	RFM	earnings22	1	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/earnings22_epoch1_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/configs/earnings22_epoch1_lr1e-5_repeat2.yaml
10782796	gpu-h100	RFM	earnings22	1	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/earnings22_epoch1_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/configs/earnings22_epoch1_lr1e-5_repeat3.yaml
10782797	gpu	RFM	earnings22	5	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/earnings22_epoch5_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/configs/earnings22_epoch5_lr1e-5_repeat2.yaml
10782798	gpu-h100-nvl	RFM	earnings22	5	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/earnings22_epoch5_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/configs/earnings22_epoch5_lr1e-5_repeat3.yaml
10782799	gpu-h100	RFM	rev16	1	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/rev16_epoch1_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/configs/rev16_epoch1_lr1e-5_repeat2.yaml
10782800	gpu	RFM	rev16	1	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/rev16_epoch1_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/configs/rev16_epoch1_lr1e-5_repeat3.yaml
10782801	gpu-h100-nvl	RFM	rev16	5	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/rev16_epoch5_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/configs/rev16_epoch5_lr1e-5_repeat2.yaml
10782802	gpu-h100	RFM	rev16	5	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/rev16_epoch5_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/configs/rev16_epoch5_lr1e-5_repeat3.yaml
10782803	gpu	RFM	TAL	1	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/TAL_epoch1_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/configs/TAL_epoch1_lr1e-5_repeat2.yaml
10782804	gpu-h100-nvl	RFM	TAL	1	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/TAL_epoch1_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/configs/TAL_epoch1_lr1e-5_repeat3.yaml
10782805	gpu-h100	RFM	TAL	5	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/TAL_epoch5_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/configs/TAL_epoch5_lr1e-5_repeat2.yaml
10782806	gpu	RFM	TAL	5	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/TAL_epoch5_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/configs/TAL_epoch5_lr1e-5_repeat3.yaml
10782807	gpu-h100-nvl	RFM	chime6	1	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/chime6_epoch1_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/configs/chime6_epoch1_lr1e-5_repeat2.yaml
10782808	gpu-h100	RFM	chime6	1	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/chime6_epoch1_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/configs/chime6_epoch1_lr1e-5_repeat3.yaml
10782809	gpu	RFM	chime6	5	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/chime6_epoch5_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/configs/chime6_epoch5_lr1e-5_repeat2.yaml
10782810	gpu-h100-nvl	RFM	chime6	5	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/chime6_epoch5_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RFM/configs/chime6_epoch5_lr1e-5_repeat3.yaml
10782811	gpu-h100	RMM	tedlium	1	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/tedlium_epoch1_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/configs/tedlium_epoch1_lr1e-5_repeat2.yaml
10782812	gpu	RMM	tedlium	1	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/tedlium_epoch1_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/configs/tedlium_epoch1_lr1e-5_repeat3.yaml
10782813	gpu-h100-nvl	RMM	tedlium	5	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/tedlium_epoch5_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/configs/tedlium_epoch5_lr1e-5_repeat2.yaml
10782814	gpu-h100	RMM	tedlium	5	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/tedlium_epoch5_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/configs/tedlium_epoch5_lr1e-5_repeat3.yaml
10782815	gpu	RMM	earnings22	1	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/earnings22_epoch1_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/configs/earnings22_epoch1_lr1e-5_repeat2.yaml
10782816	gpu-h100-nvl	RMM	earnings22	1	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/earnings22_epoch1_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/configs/earnings22_epoch1_lr1e-5_repeat3.yaml
10782817	gpu-h100	RMM	earnings22	5	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/earnings22_epoch5_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/configs/earnings22_epoch5_lr1e-5_repeat2.yaml
10782818	gpu	RMM	earnings22	5	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/earnings22_epoch5_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/configs/earnings22_epoch5_lr1e-5_repeat3.yaml
10782819	gpu-h100-nvl	RMM	rev16	1	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/rev16_epoch1_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/configs/rev16_epoch1_lr1e-5_repeat2.yaml
10782820	gpu-h100	RMM	rev16	1	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/rev16_epoch1_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/configs/rev16_epoch1_lr1e-5_repeat3.yaml
10782821	gpu	RMM	rev16	5	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/rev16_epoch5_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/configs/rev16_epoch5_lr1e-5_repeat2.yaml
10782822	gpu-h100-nvl	RMM	rev16	5	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/rev16_epoch5_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/configs/rev16_epoch5_lr1e-5_repeat3.yaml
10782823	gpu-h100	RMM	TAL	1	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/TAL_epoch1_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/configs/TAL_epoch1_lr1e-5_repeat2.yaml
10782824	gpu	RMM	TAL	1	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/TAL_epoch1_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/configs/TAL_epoch1_lr1e-5_repeat3.yaml
10782825	gpu-h100-nvl	RMM	TAL	5	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/TAL_epoch5_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/configs/TAL_epoch5_lr1e-5_repeat2.yaml
10782826	gpu-h100	RMM	TAL	5	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/TAL_epoch5_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/configs/TAL_epoch5_lr1e-5_repeat3.yaml
10782827	gpu	RMM	chime6	1	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/chime6_epoch1_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/configs/chime6_epoch1_lr1e-5_repeat2.yaml
10782828	gpu-h100-nvl	RMM	chime6	1	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/chime6_epoch1_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/configs/chime6_epoch1_lr1e-5_repeat3.yaml
10782829	gpu-h100	RMM	chime6	5	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/chime6_epoch5_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/configs/chime6_epoch5_lr1e-5_repeat2.yaml
10782830	gpu	RMM	chime6	5	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/chime6_epoch5_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/RMM/configs/chime6_epoch5_lr1e-5_repeat3.yaml
10782831	gpu-h100-nvl	UVQLM	tedlium	1	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/tedlium_epoch1_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/tedlium_epoch1_lr1e-5_repeat2.yaml
10782832	gpu-h100	UVQLM	tedlium	1	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/tedlium_epoch1_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/tedlium_epoch1_lr1e-5_repeat3.yaml
10782833	gpu	UVQLM	tedlium	5	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/tedlium_epoch5_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/tedlium_epoch5_lr1e-5_repeat2.yaml
